termo,coeficiente
ha transpiracao,0.17319002736701897
ha uma,0.20812760475517836
ha vinte,-0.21703530652544412
hoje,0.39395927670973163
hoje apenas,0.13600864689691203
hoje continuo,0.29860507584421847
hoje faco,0.21043307852024745
hoje nao,-0.20385715486469388
hoje respirar,-0.23561244486118926
hoje sinto,0.2369486443246133
hoje so,0.2686806193567199
hoje veio,-0.18106906970235162
hora,-0.2231176754682225
hora meu,-0.2231176754682225
horas,0.24048087080588823
horas agora,-0.19367098486595327
horas na,0.16862242611776118
houve,0.18699013056444697
houve dor,0.18699013056444697
igual,0.19244731764861842
igual neg_sintoma_toracico,0.19244731764861842
importante,0.16184649995654257
importante respiro,0.16184649995654257
inchaco,-0.029413040937790964
inchaco dos,-0.1935338723533824
inchaco importante,0.16184649995654257
inchados,-0.3949405456816787
inchados respirar,-0.2216217397553872
incharam,-0.21778929166800606
incharam estou,-0.21778929166800606
incomoda,0.7111972257889282
incomoda ao,0.15081060126361892
incomoda consigo,0.21918673475040085
incomoda pouco,0.17830126022665355
incomoda um,0.31058237617525947
incomodando,0.39678592610095637
incomodando ao,0.14874349381140473
incomodo,0.42851970740940976
incomodo leve,0.1637790678039652
incomodo na,0.22945485704403532
incomodo nao,-0.1586623039807182
incomodou,0.23577272674863908
incomodou apos,0.23577272674863908
inspiracao,-0.16638101766950175
inspiracao doi,-0.16638101766950175
instantes,-0.24632446641674316
instantes em,-0.24632446641674316
inteira,0.23577272674863908
inteira descanso,0.23577272674863908
intensa,-0.9956323052454428
intensa no,-0.21268664217716687
intensa que,-0.23425008484531898
intensa suor,-0.2479979969869722
intenso,-0.21046522546636048
intenso suor,-0.21046522546636048
interna,0.2660355387887216
interna nem,0.2660355387887216
irradiar,-0.15770973242971176
irradiar para,-0.15770973242971176
irregulares,-0.4171277901705515
irregulares escureceu,-0.26351140316770316
irregulares uma,-0.18587034053437587
irritacao,0.1906180340056032
irritacao localizada,0.14656781765276256
irritacao na,-0.05500141738866778
irritacao pequena,0.14020829058584017
irritada,0.21378924744477587
irritou,0.31247855762731275
irritou pele,0.18440013775041214
irritou um,0.1522404851116077
isso,0.38903310195691404
isso estou,0.1843844283493882
isso tenho,0.23473023587316597
ja,1.2022959775135618
ja avaliada,0.34363255714949925
ja esta,0.3464610254526696
ja estou,0.20478968702764927
ja foi,0.17742366734159395
ja melhorou,0.2816884307170866
ja passou,0.1468045917628975
ja tratada,0.1459746351973535
junto,-1.0253452192227508
junto com,-0.38099328152993894
junto de,-0.6153318134430011
la,0.12862386000519627
la ja,0.12862386000519627
labio,0.16184649995654257
labio ficou,0.16184649995654257
labios,0.27451119776244665
labios estao,0.32371258865066194
labios ficaram,-0.22540122778371371
lado,-0.4764909150338668
lado do,-0.4764909150338668
lascada,0.23636525937281683
leitura,0.4138667898853499
leitura em,0.17056437275077063
leitura mas,0.2753042173592696
lendo,-0.1347086173745481
ler,0.14830755998664152
ler por,0.14830755998664152
lesao,0.17742366734159395
lesao esta,0.17742366734159395
leve,1.3407706917557183
leve apos,0.19857007230036028
leve boca,0.21918673475040085
leve coceira,0.32659804055922664
leve mas,-0.4249343190212505
leve neg_dificuldade_respiratoria,0.2798117247768377
leve no,0.5910073351741315
leve nos,0.214592720518704
leve sem,0.2369486443246133
leve sensibilidade,0.1746806758194727
levemente,0.3121562416942853
levemente arranhando,0.3121562416942853
li,0.2319608168531226
li sobre,0.2319608168531226
limpeza,0.17319002736701897
limpeza mas,0.17319002736701897
lo,0.18449782545661916
local,0.21918673475040085
local incomoda,0.21918673475040085
localizada,0.14656781765276256
localizada na,0.14656781765276256
logo,0.17695964281427462
logo normalizaram,0.17695964281427462
longa,0.30347156832205846
longa mas,0.17838448662978498
lutando,-0.28053662791142386
lutando para,-0.28053662791142386
mais,-0.23217923176204278
mais surgiram,-0.23217923176204278
mal,0.23179477241762433
mal completo,-0.24239998958077758
mal estar,0.4553811404696775
mandibula,-0.2231176754682225
mandibula doi,-0.2231176754682225
manga,0.18440013775041214
manga da,0.18440013775041214
manter,0.24926809409299805
manter todas,0.24926809409299805
mao,0.47355126326069463
mao incomodou,0.23577272674863908
mao neg_dificuldade_respiratoria,0.1554159344654147
mao ta,0.1485930461530524
maos,0.3114168531787892
maos estao,0.17319002736701897
maos ressecada,0.16230679590260572
marca,0.30440175833394273
marca antiga,0.13549197618302844
marca na,0.19244731764861842
mas,0.7642656480682898
mas agora,-0.10922523388128726
mas comigo,0.20533405176712796
mas consigo,0.19730424304416946
mas continuo,0.210203804610054
mas coracao,-0.22883003928559062
mas estou,-0.20946171242885497
mas eu,0.23473023587316597
mas falta,-0.46735456338759845
mas fiquei,-0.16809750300472992
mas hoje,0.1459746351973535
mas minha,0.024593180336908403
mas nao,0.825437595490008
mas neg_dificuldade_respiratoria,0.17087565544939234
mas neg_sintoma_toracico,0.23621817995717403
mas neg_tontura_ou_desmaio,0.32371258865066194
mas nenhum,0.18173936491092668
mas parou,0.1558083433088135
mas peito,-0.21264873732882975
mas respiracao,-0.1350244898385292
mas respiro,0.1700492774642848
mas se,0.2032379771143428
mas sem,0.2753042173592696
mas sinto,-0.369705469268045
mas tambem,-0.19942502438264345
mas tirar,0.1522404851116077
mas torax,-0.261361322914571
mas tudo,0.1777043216808334
mas veio,-0.24833019149235813
mas voltou,0.18699013056444697
me,0.12930380235041194
me acordou,-0.12080568679674024
me deitar,-0.23425008484531898
me recuperei,0.21043307852024745
me sentir,-0.17627350913569367
me sinto,0.4318513224877911
meia,-0.2231176754682225
meia hora,-0.2231176754682225
meio,-0.19914714739314976
meio de,-0.19914714739314976
melhora,0.13235464433172783
melhora cada,0.22945485704403532
melhora com,0.1570232309650981
melhora hoje,-0.23561244486118926
melhorando,0.45549453332254725
melhorando neg_dificuldade_respiratoria,0.15253695022951028
melhorando sem,0.3403457629276267
melhorei,0.19614244583393184
melhorei ao,0.19614244583393184
melhorou,0.44112360326813976
melhorou ao,0.30443297274697684
melhorou com,0.1748458228097258
mesma,0.16862242611776118
mesma posicao,0.16862242611776118
mesmo,-1.053987510589873
mesmo assim,-0.210146325819729
mesmo em,-0.14486693177539778
mesmo na,-0.17627350913569367
mesmo parado,-0.4113809352388683
mesmo quieto,-0.2272486605327722
mesmo sentado,-0.19501871070499419
meu,-0.005609736749654313
meu avo,0.20533405176712796
meu braco,-0.3094115811071485
meu coracao,-0.08734169581608345
meu dedo,0.1748458228097258
meu labio,0.16184649995654257
meu nariz,0.17087565544939234
meu nome,-0.24976899792446497
meu pai,0.3375260958803796
meu peito,-0.703227855131991
meu pescoco,0.21679290790043232
meu torax,0.21319463578886538
meus,-0.09259547590688016
meus labios,0.09125515506984311
meus pes,-0.20385715486469388
mexe,0.18449782545661916
mexe lo,0.18449782545661916
mim,0.17056437275077063
mim ha,0.17056437275077063
minha,0.21919147096234964
minha boca,-0.015823020027960745
minha duvida,0.13549197618302844
minha fala,-0.29395620090074803
minha mandibula,-0.2231176754682225
minha pele,0.17988450455175012
minha queixa,0.1554159344654147
minha respiracao,0.14626331047258337
minha rotina,0.1700492774642848
minha unica,0.20625591390788967
minha visao,-0.15188966532224074
minhas,0.1637828732263108
minhas maos,0.17319002736701897
minhas pernas,-0.21778929166800606
minhas tarefas,0.23128865952897415
minuto,0.18127463052859016
minuto agora,0.18127463052859016
minutos,-0.03868745986591811
minutos agora,0.25086377879097627
minutos comecei,-0.25771016239507105
minutos estou,0.1777043216808334
minutos nao,-0.21703530652544412
molhada,-0.19366916139789633
molhada de,-0.19366916139789633
momento,-0.15395448872288603
mordi,0.21918673475040085
mordi de,0.21918673475040085
mordida,0.16184649995654257
mordida pequena,0.16184649995654257
mudou,0.13549197618302844
muita,-0.20199648651891705
muita dificuldade,-0.20199648651891705
muito,-1.9988309034119995
muito acelerado,-0.3074670950961361
muito ar,-0.34326480323500236
muito dificil,-0.44604261603558015
muito esforco,-0.4027475104428478
muito estranhas,-0.25304435394729263
muito forte,-0.15395448872288603
muito fraco,-0.5270926222750553
muito inchados,-0.20385715486469388
muito melhorei,0.19614244583393184
muito palido,-0.39863482114155324
muito transpiro,-0.1839219744763936
muscular,0.4391969221817891
muscular conhecida,0.14951557721421377
muscular depois,0.15253695022951028
muscular leve,0.19857007230036028
na,0.6343842521103707
na boca,0.18173936491092668
na cabeca,0.2319608168531226
na cadeira,-0.4240230175445139
na mao,0.1554159344654147
na mesma,0.16862242611776118
na panturrilha,0.1468045917628975
na pele,0.43228208955264535
na tosse,-0.20872432446255662
na unha,0.22945485704403532
nada,-0.39890174015027285
nada sinto,-0.15865680638542548
nao,-0.30607502230243827
nao aperta,0.21679290790043232
nao cede,-0.15770973242971176
nao consigo,-1.160290191657047
nao deixa,-0.2537232497063426
nao desmaiei,-0.15188966532224074
nao doi,0.2710318158197309
nao enxergo,-0.13692980001113778
nao esta,0.20812760475517836
nao estou,0.19100913601385497
nao falta,0.24926809409299805
nao forte,-0.1586623039807182
nao ha,0.2877792704502111
nao houve,0.18699013056444697
nao melhora,-0.23561244486118926
nao mudou,0.13549197618302844
nao para,-0.14486693177539778
nao param,-0.23425008484531898
nao passa,-0.14571844715304888
nao perdi,0.27872347326548774
nao resolveu,-0.28053662791142386
nao sinto,0.4103154288057667
nao tenho,0.05628535619075758
nao tive,-0.19914714739314976
nao to,0.23074252998502515
nariz,0.9268363238272822
nariz coca,0.1298145662660362
nariz entupido,0.24926809409299805
nariz escorre,0.17087565544939234
nariz escorrendo,0.4078112307264298
nas,-0.060378428430558365
nas costas,0.12862386000519627
nas ultimas,-0.19367098486595327
nasal,0.13729357819355484
nasal incomoda,0.13729357819355484
nausea,-0.38871312603964253
nausea forte,-0.27108957776517106
nausea transpiracao,-0.1476803687496817
nauseas,-0.045099375297093826
nauseas continuo,-0.16499434146882436
nauseas uma,-0.16171680833411126
neg_dificuldade_respiratoria,1.4371409430799669
neg_dificuldade_respiratoria apenas,0.28409080033474526
neg_dificuldade_respiratoria estou,0.18127463052859016
neg_dificuldade_respiratoria etiqueta,0.21679290790043232
neg_dificuldade_respiratoria mas,-0.15029454633156358
neg_dificuldade_respiratoria nao,0.2016356319251319
neg_dificuldade_respiratoria nem,0.1298145662660362
neg_palpitacoes,0.3035728054493447
neg_palpitacoes manga,0.18440013775041214
neg_palpitacoes neg_sintoma_toracico,0.14264610531476524
neg_sintoma_toracico,1.5688002670646892
neg_sintoma_toracico mas,-0.2479979969869722
neg_sintoma_toracico minha,0.13549197618302844
neg_sintoma_toracico neg_dificuldade_respiratoria,0.23621817995717403
neg_sintoma_toracico neg_suor_frio,0.1485930461530524
neg_sintoma_toracico nem,0.6124002258080483
neg_sintoma_toracico ou,0.8364940009739098
neg_sintoma_toracico so,0.2704753837146585
neg_suor_frio,0.43219308028923664
neg_suor_frio so,0.1485930461530524
neg_suor_frio tenho,0.16230679590260572
neg_tontura_ou_desmaio,0.45753186809078555
neg_tontura_ou_desmaio nem,0.1691974344332478
neg_tontura_ou_desmaio ou,0.32371258865066194
nem,1.24927028462845
nem dificuldade,0.5068483804977897
nem dor,0.1691974344332478
nem enjoo,0.14830755998664152
nem falta,0.43120952439691773
nem mal,0.31755601127533056
nem palpitacoes,0.1298145662660362
nem quase,0.214592720518704
nem sentado,-0.23673963064661957
nem tonto,0.23074252998502515
nem tontura,0.18699013056444697
nem tosse,-0.2537232497063426
nenhum,0.4203307164460468
nenhum aperto,0.18173936491092668
nenhum outro,0.2760343615766447
neste,-0.15395448872288603
neste momento,-0.15395448872288603
no,-0.9521622127548104
no braco,0.27500236972925407
no calcanhar,0.27239412646660893
no chao,-0.26351140316770316
no cotovelo,0.3001566396156758
no couro,0.17056437275077063
no dedo,0.3891383600930397
no meio,-0.19914714739314976
no nariz,0.2016356319251319
no pe,0.43461539221948514
no peito,-1.7150416592323157
no pescoco,0.2003048386078615
no punho,0.1637790678039652
no torax,-1.1062670374537158
no treino,0.20478968702764927
noite,-0.0016468199279185726
noite com,-0.19366916139789633
noite de,0.19189500290687664
nome,-0.24976899792446497
normal,0.5110025115124585
normal mas,-0.261361322914571
normal nao,0.3588616982796765
normalizaram,0.17695964281427462
normalizaram sem,0.17695964281427462
normalizou,0.2032379771143428
normalizou completamente,0.2032379771143428
normalmente,0.7013468201018879
nos,0.214592720518704
nos labios,0.214592720518704
nova,0.21378924744477587
nova so,0.21378924744477587
novo,0.13841112135862393
novos,0.19244731764861842
novos marca,0.19244731764861842
nuca,0.21378924744477587
nuca irritada,0.21378924744477587
numa,0.1746806758194727
numa gaveta,0.1746806758194727
ofegante,0.33321357431940574
ofegante por,0.18127463052859016
ofegante suei,0.1777043216808334
olhos,0.2753042173592696
olhos cansados,0.2753042173592696
ombro,0.18440013775041214
onde,0.44013052826176474
onde adesivo,0.2660355387887216
onde roupa,0.20812760475517836
onibus,0.18127463052859016
onibus fiquei,0.18127463052859016
ontem,0.21043307852024745
ontem hoje,0.21043307852024745
os,-0.5466525870711254
os bracos,-0.2096963603019469
os dedos,-0.19827707959479984
os dois,-0.15770973242971176
os olhos,0.2753042173592696
os sentidos,-0.2044182469949012
os tornozelos,-0.2216217397553872
ou,1.1187928574830373
ou dificuldade,0.3564497671726038
ou falta,0.21378924744477587
ou nauseas,0.2753042173592696
ou outros,0.14348142136533723
ou sensacao,0.32371258865066194
ou suor,0.23585189206317608
ou tontura,0.20478968702764927
ou tosse,-0.2164204687978479
outra,0.14020829058584017
outra pessoa,0.14020829058584017
outro,0.2760343615766447
outro sintoma,0.2760343615766447
outros,0.5755793527812226
outros sintomas,0.5755793527812226
ouvi,0.20533405176712796
ouvi meu,0.20533405176712796
pai,0.3375260958803796
pai minha,0.20625591390788967
pai teve,0.15736902091043853
palavra,-0.19914714739314976
palavra para,-0.19914714739314976
palidez,-0.403355753577398
palido,-0.5466726734999706
palpitacoes,-0.4160116607807796
palpitacoes apenas,0.1298145662660362
palpitacoes eu,0.15736902091043853
palpitacoes junto,-0.24433703893301253
palpitacoes nao,-0.23425008484531898
palpitacoes perdi,-0.3250428043201703
panturrilha,0.1468045917628975
panturrilha depois,0.1468045917628975
para,-0.7920385101581701
para braco,-0.23209715139812281
para de,-0.14486693177539778
para dizer,-0.24976899792446497
para faltar,-0.1935338723533824
para os,-0.15770973242971176
para pegar,0.18127463052859016
para respirar,-0.31878264223849195
parado,-0.5844524194861294
parado parece,-0.22300287784344502
param,-0.23425008484531898
param tontura,-0.23425008484531898
parar,-0.27526205989575936
parar enquanto,-0.2164204687978479
parar no,-0.19914714739314976
parece,-0.7724458982885528
parece leve,-0.20946171242885497
parece pequena,-0.22349568937526237
parece que,-0.45393436678679994
parou,0.30142188130175374
parou neg_sintoma_toracico,0.1689206577341526
parou sozinho,0.1558083433088135
passa,-0.14571844715304888
passa suor,-0.14571844715304888
passando,0.35557355837441496
passando consigo,0.18449782545661916
passaram,0.1808852469932208
passaram estou,0.1808852469932208
passos,-0.1935338723533824
passos para,-0.1935338723533824
passou,0.4530418937933474
passou apos,0.19189500290687664
passou em,0.1777043216808334
pausa,0.4694501629061437
pe,0.23321455773524466
pe apos,0.13841112135862393
pe de,-0.21703530652544412
pediu,0.3606977307882898
pediu pigarro,0.210203804610054
pediu um,0.17838448662978498
pegar,0.18127463052859016
pegar onibus,0.18127463052859016
peito,-2.1465350428904775
peito ao,-0.15865680638542548
peito apareceu,-0.18457847243685765
peito aperta,-0.38615974297292904
peito apertado,-0.18925124391044051
peito coca,0.2660355387887216
peito com,-0.14164384656991985
peito comecou,-0.1250688016509015
peito enquanto,-0.1347086173745481
peito era,0.22068799436155564
peito esta,-0.4044896868820926
peito fui,-0.21106627632445463
peito intensa,-0.15188966532224074
peito mas,-0.08991348066483353
peito me,-0.12080568679674024
peito nao,-0.30242272643021156
peito palidez,-0.20236556756855306
peito que,-0.19367098486595327
peito respirando,-0.20199648651891705
peito se,-0.22154549092336162
peito suor,-0.15029454633156358
peito ta,-0.2160607352608195
peito transpiracao,-0.16499434146882436
peito vem,-0.2121950538059271
pela,0.13729357819355484
pela boca,0.13729357819355484
pele,1.3575782426775824
pele arranhada,0.17742366734159395
pele continua,0.19244731764861842
pele da,0.1485930461530524
pele das,0.291970944686615
pele do,0.6180987702569672
pele ficou,0.17988450455175012
pele que,0.13549197618302844
pele seca,0.1812875067324418
pele surgiu,-0.21268664217716687
pelo,-0.22154549092336162
pelo braco,-0.22154549092336162
pensei,-0.18550425111666857
pensei ser,-0.18550425111666857
pequena,1.1573329737582634
pequena espinha,0.1691974344332478
pequena ferida,0.18173936491092668
pequena irritacao,0.15343229989970927
pequena na,0.14020829058584017
pequena nao,0.16184649995654257
pequena no,0.6410952015799785
pequena porem,-0.22349568937526237
pequena rachadura,0.15081060126361892
pequeno,0.16903337943093086
pequeno no,0.16903337943093086
percebi,0.14348142136533723
percebi uma,0.14348142136533723
perder,-0.5852380447303636
perder ar,-0.19392182114483483
perder consciencia,-0.22883003928559062
perder os,-0.24433703893301253
perdeu,-0.25288024779412893
perdeu forca,-0.25288024779412893
perdi,-0.7523474837902804
perdi consciencia,-0.699253365792802
perdi cor,-0.1810079735034242
perdi os,0.01051591242564421
perna,0.3820290669007623
perna contraiu,0.21221998789933968
perna ficou,0.1993490618600855
pernas,-0.21778929166800606
pernas incharam,-0.21778929166800606
persiste,-0.2096963603019469
persiste no,-0.2096963603019469
persistente,-0.3672537689431154
persistente no,-0.3672537689431154
pes,-0.3688686586408712
pes aumentou,-0.1935338723533824
pes estao,-0.20385715486469388
pesada,-0.2826016037134358
pesada as,-0.2826016037134358
pescoco,0.5138531444817966
pescoco depois,0.2003048386078615
pescoco ficou,0.16862242611776118
peso,-0.15770973242971176
peso no,-0.15770973242971176
pessoa,0.14020829058584017
pessoa eu,0.14020829058584017
picada,0.16155597046518577
picada deixou,0.16155597046518577
pigarreei,0.15750512179805504
pigarreei depois,0.15750512179805504
pigarro,0.47123455155834665
pigarro apos,0.17838448662978498
pigarro depois,0.14855269125714413
pigarro mas,0.210203804610054
piorar,-0.14486693177539778
piorou,-0.6025386921871552
piorou de,-0.29334952944456916
piorou muito,-0.2094869894728774
piorou nas,-0.19367098486595327
pontas,-0.2826016037134358
pontas dos,-0.2826016037134358
ponto,0.2032379771143428
ponto mas,0.2032379771143428
por,0.8462273950140277
por alguns,0.25086377879097627
por bastante,0.15750512179805504
por causa,0.16230679590260572
por horas,0.2896869025422159
por instantes,-0.24632446641674316
por poucos,0.21221998789933968
por um,0.18127463052859016
por uma,0.15343229989970927
porem,-0.7983407143390634
porem as,-0.2306304236081292
porem com,-0.128133510852847
porem estou,-0.22349568937526237
porem fiquei,-0.140058746241774
porem peito,-0.1839219744763936
porem quase,-0.13692980001113778
porem recuperei,0.2709366796256966
porem torax,-0.18550425111666857
porem veio,-0.1586623039807182
posicao,0.16862242611776118
pouco,1.3518005567354128
pouco ao,0.17830126022665355
pouco consigo,0.23128865952897415
pouco de,0.14075945925008204
pouco dolorido,0.1570232309650981
pouco mas,0.45969563335073893
pouco me,0.16155597046518577
pouco neg_sintoma_toracico,0.2152161567069186
pouco no,0.17988450455175012
pouco pele,0.1522404851116077
pouco respiro,0.13729357819355484
pouco tenso,0.16862242611776118
poucos,0.11599166026917473
poucos minutos,-0.074263496471703
poucos segundos,0.21221998789933968
pra,0.2152161567069186
pra respirar,0.2152161567069186
preciso,-0.5936665748003562
preciso descansar,0.14830755998664152
preciso ficar,-0.23548105219699775
preciso me,-0.23425008484531898
preciso parar,-0.3857406399738282
preso,-0.2231176754682225
preso minha,-0.2231176754682225
pressao,-1.138029629539781
pressao forte,-0.3579653311779874
pressao intensa,-0.21268664217716687
pressao no,-0.8245762368444669
pressao persistente,-0.19328570035904935
pressao que,-0.16171680833411126
pressao toracica,0.20737791604557604
pressionado,-0.261361322914571
pressionado fiquei,-0.261361322914571
punho,0.2977770144037859
punho depois,0.1637790678039652
punho esta,0.1570232309650981
puxar,-0.3648531685069625
puxar ar,-0.3648531685069625
qualquer,0.3831868209999331
qualquer dificuldade,0.23585668312315555
qualquer mal,0.17695964281427462
quando,-0.12080568679674024
quando uma,-0.12080568679674024
quarto,-0.20385715486469388
quarto sem,-0.20385715486469388
quase,-0.4692544427291414
quase desmaiando,-0.37333544237062266
quase nao,-0.13692980001113778
que,-0.24427928359388587
que alcanca,-0.19328570035904935
que continua,-0.16171680833411126
que era,-0.10922523388128726
que esta,0.30675310948146645
que foi,0.22945485704403532
que incomoda,0.305490166047702
que ja,0.17742366734159395
que logo,0.17695964281427462
que nao,-0.009492475599533761
que passaram,0.1808852469932208
que piorou,-0.19367098486595327
que preciso,-0.41832409698588185
que vou,-0.6297834536334002
quebrada,0.14874349381140473
quebrada incomodando,0.14874349381140473
queimacao,-0.18550425111666857
queimacao do,-0.18550425111666857
queixa,0.6682783044728838
queixa calo,0.20625591390788967
queixa sensibilidade,0.23636525937281683
queixa so,0.1554159344654147
queixa uma,0.19962015894628887
queixo,-0.19328570035904935
queixo desde,-0.19328570035904935
quieto,-0.2272486605327722
quieto to,-0.2272486605327722
rachadura,0.15081060126361892
rachadura no,0.15081060126361892
rapidas,0.17695964281427462
rapidas que,0.17695964281427462
rasgar,-0.19068352284719678
rasgar atingiu,-0.19068352284719678
rasgo,-0.21106627632445463
rasgo no,-0.21106627632445463
recuperado,0.20478968702764927
recuperado neg_sintoma_toracico,0.20478968702764927
recuperar,-0.2545468453574761
recuperar folego,-0.2545468453574761
recuperei,0.44681989485417883
recuperei folego,0.2709366796256966
recuperei totalmente,0.21043307852024745
repente,-1.0083171721003659
repente estou,-0.24142533923028484
repente fiquei,-0.25288024779412893
repente minha,-0.29395620090074803
repente muito,-0.140058746241774
repente perdi,-0.1810079735034242
repentina,-0.18106906970235162
repentinamente,-0.16809750300472992
repentinamente sem,-0.16809750300472992
repentino,-0.21046522546636048
repouso,-0.6731989699181282
repouso comecei,-0.16171680833411126
repouso mal,-0.24239998958077758
repouso pressao,-0.14486693177539778
resolveu,0.3220393187445135
resolveu exaustao,-0.28053662791142386
resolveu incomodo,0.27690968302695546
respiracao,-0.6722666027657618
respiracao dificil,-0.21076453404919443
respiracao esta,-0.09673703116846882
respiracao ficou,-0.24239998958077758
respiracao muito,-0.128133510852847
respiracao piorou,-0.4610389669601787
respiracao trouxe,0.2709366796256966
respirando,0.2691669516568344
respirando com,-0.20199648651891705
respirando normalmente,0.210203804610054
respirando sem,0.29860507584421847
respirar,-1.0820958906979494
respirar apenas,0.2031266114560352
respirar bem,-0.18925124391044051
respirar com,-0.3542235859752818
respirar deitado,-0.24116811954976178
respirar direito,-0.23673963064661957
respirar engolir,0.19730424304416946
respirar ficou,-0.18550425111666857
respirar mesmo,-0.42016136676788907
respirar na,-0.28053662791142386
respirar normalmente,0.21918673475040085
respirar sentado,-0.4244166294970566
respiratoria,0.23585668312315555
respiro,0.3502295713052378
respiro bem,0.5183518043961397
respiro sem,-0.1839219744763936
ressecada,0.43056580864539995
ressecada coca,0.17988450455175012
ressecada por,0.16230679590260572
ressecado,0.1843844283493882
ressecado tem,0.1843844283493882
ressecamento,0.214592720518704
ressecamento leve,0.214592720518704
ressecou,0.27690968302695546
ressecou durante,0.27690968302695546
resto,0.14075945925008204
resto me,0.14075945925008204
retirar,0.14656781765276256
retirar um,0.14656781765276256
rigidez,0.2003048386078615
rigidez leve,0.2003048386078615
ritmo,-0.43761528660849813
ritmo do,-0.22568302762127634
ritmo torax,-0.24577038593912168
rocou,0.20812760475517836
rosada,-0.34109252546703156
rosada esta,-0.19478796407407056
rosada fiquei,-0.1726791706269005
rosto,-0.25771016239507105
rosto caiu,-0.25771016239507105
rotina,0.47750771076696163
rouco,0.1700492774642848
rouco depois,0.1700492774642848
roupa,0.41010367738875425
roupa de,0.12862386000519627
roupa molhada,-0.19366916139789633
roupa nova,0.21378924744477587
roupa resolveu,0.1522404851116077
roupa rocou,0.20812760475517836
roxa,-0.2545468453574761
roxa nao,-0.2545468453574761
roxos,-0.19827707959479984
roxos puxar,-0.19827707959479984
sabao,0.16230679590260572
saiu,-0.20872432446255662
saiu sangue,-0.20872432446255662
sangue,-0.6883681601206113
sangue fiquei,-0.3732838963349231
sangue na,-0.20872432446255662
sapato,0.4775039333090941
sapato no,0.19962015894628887
sapato novo,0.13841112135862393
se,-0.016993509161635195
se espalha,-0.22154549092336162
se normalizou,0.2032379771143428
seca,0.5335505880652934
seca com,0.1812875067324418
seca depois,0.39624570672016607
secas,0.17319002736701897
secas depois,0.17319002736701897
secos,0.32371258865066194
secos mas,0.32371258865066194
secrecao,-0.1726791706269005
secrecao espumosa,-0.1726791706269005
segue,-0.10101360531661915
segue melhorando,0.15253695022951028
segue pressionado,-0.261361322914571
seguida,-0.43812959847907584
seguida perdi,-0.24632446641674316
segundos,0.21221998789933968
segundos apos,0.21221998789933968
sem,-0.26461893813190807
sem ar,-0.6021623188375109
sem atrapalhar,0.2369486443246133
sem deformidade,0.1746806758194727
sem dificuldade,-0.1839219744763936
sem dor,-0.28695314401793964
sem esforco,0.29860507584421847
sem febre,-0.28092492930725743
sem folego,-0.2164204687978479
sem forcas,-0.21106627632445463
sem nauseas,-0.16499434146882436
sem outros,0.4768399417501125
sem parar,-0.1839219744763936
sem pressao,0.2753042173592696
sem qualquer,0.3831868209999331
sem sentidos,-0.25304435394729263
sem sintomas,0.3544237896600463
sem sufocar,-0.20385715486469388
sensacao,-0.3954587576657954
sensacao de,-0.3954587576657954
sensibilidade,0.4944320707817012
sensibilidade de,0.23636525937281683
sensibilidade ja,0.1746806758194727
sensibilidade muscular,0.15253695022951028
sensivel,0.3072835662254329
sensivel ao,0.1691974344332478
sensivel apos,0.16184649995654257
sentado,-0.9799461204687462
sentado estou,-0.23673963064661957
sentado exige,-0.23561244486118926
sentado ficou,-0.2216217397553872
sentado lendo,-0.1347086173745481
sentado nao,-0.19501871070499419
sentado para,-0.23548105219699775
senti,2.6647924844270046e-05
senti as,0.17695964281427462
senti batimentos,-0.26351140316770316
senti boca,0.19614244583393184
senti coceira,0.12862386000519627
senti dor,0.19857007230036028
senti ritmo,-0.22568302762127634
senti uma,-0.21106627632445463
sentidos,-0.4072152955910069
sentidos apenas,0.27872347326548774
sentidos enquanto,-0.26739442932784413
sentindo,0.2319608168531226
sentindo so,0.2319608168531226
sentir,-0.5662607104499428
sentir coracao,-0.3074670950961361
sentir desorientado,-0.17627350913569367
sentir nauseas,-0.16171680833411126
ser,-0.18550425111666857
ser queimacao,-0.18550425111666857
sigo,0.28528361020881476
sigo minha,0.1700492774642848
sigo rotina,0.13729357819355484
sinto,0.26612085969630467
sinto apenas,0.214592720518704
sinto batimentos,-0.18587034053437587
sinto bem,0.32626231284067403
sinto coracao,0.2016356319251319
sinto dor,0.09967172451134602
sinto enjoo,-0.21264873732882975
sinto falta,-0.2479979969869722
sinto fraqueza,-0.26739442932784413
sinto isso,0.23473023587316597
sinto nariz,0.24926809409299805
sinto normal,0.14075945925008204
sinto pressao,-0.44064936624879447
sinto que,-0.22883003928559062
sinto rigidez,0.2003048386078615
sinto sonolencia,0.2369486443246133
sinto um,0.1637790678039652
sintoma,0.2760343615766447
sintomas,0.9517717567633631
sintomas novos,0.19244731764861842
sintomas toracicos,0.18993422151811062
so,1.9526849547253322
so aconteceu,0.20533405176712796
so coceira,0.2016356319251319
so deixou,0.21378924744477587
so doi,0.17742366734159395
so fiquei,0.23074252998502515
so ha,0.20812760475517836
so local,0.21918673475040085
so pele,0.1485930461530524
so percebi,0.14348142136533723
so preciso,0.14830755998664152
so tenho,0.515718690079295
so um,0.1554159344654147
so uma,0.5081781618261475
sobre,0.34107921316176415
sobre dor,0.2319608168531226
sobre uma,0.13549197618302844
solucei,0.1558083433088135
solucei um,0.1558083433088135
soluco,0.25086377879097627
soluco por,0.25086377879097627
somente,0.23473023587316597
somente um,0.23473023587316597
